	Pd1*	Pd2*	Pd3*	Pd4*	Pd4_3&1*	Pd5*	Pd5_4&1*	Pd6_1*	Pd6_2*	Pd6_3*	Pd6_4&2*	Pd6_5&1*	Pd7_1*	Pd7_2*	Pd7_3*	Pd7_4*	Pd7_5&2*	Pd7_6_1&1*	Pd7_6_2&1*	Pd7_6_3&1*	t
284	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.839999999999983
285	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.849999999999983
286	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.8599999999999826
287	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.869999999999983
288	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.879999999999982
289	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.8899999999999824
290	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.8999999999999817
291	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.909999999999982
292	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9199999999999813
293	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9299999999999815
294	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.939999999999981
295	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.949999999999981
296	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9599999999999804
297	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9699999999999807
298	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.97999999999998
299	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9899999999999802
300	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.9999999999999796
301	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.00999999999998
302	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.019999999999979
303	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.0299999999999794
304	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.0399999999999787
305	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.049999999999979
306	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.0599999999999783
307	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.0699999999999785
308	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.079999999999978
309	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.089999999999978
310	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.0999999999999774
311	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1099999999999777
312	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.119999999999977
313	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1299999999999772
314	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1399999999999766
315	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.149999999999977
316	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.159999999999976
317	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1699999999999764
318	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1799999999999757
319	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.189999999999976
320	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.1999999999999753
321	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.209999999999975
322	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.219999999999975
323	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.2299999999999747
324	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.2399999999999745
325	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.2499999999999742
326	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.259999999999974
327	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.269999999999974
328	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.2799999999999736
329	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	3.2899999999999734
330	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.299999999999973
331	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.309999999999973
332	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3199999999999728
333	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3299999999999725
334	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3399999999999723
335	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.349999999999972
336	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.359999999999972
337	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3699999999999717
338	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3799999999999715
339	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.3899999999999713
340	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.399999999999971
341	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.409999999999971
342	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.4199999999999706
343	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.4299999999999704
344	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.43999999999997
345	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.44999999999997
346	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.4599999999999698
347	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.4699999999999696
348	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.4799999999999693
349	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.489999999999969
350	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.499999999999969
351	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5099999999999687
352	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5199999999999685
353	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5299999999999683
354	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.539999999999968
355	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.549999999999968
356	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5599999999999676
357	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5699999999999674
358	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.5799999999999677
359	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.589999999999967
360	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.599999999999967
361	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.6099999999999666
362	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.619999999999967
363	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.629999999999966
364	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.639999999999966
365	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.6499999999999657
366	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.659999999999966
367	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.6699999999999653
368	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.679999999999965
369	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.689999999999965
370	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.699999999999965
371	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7099999999999644
372	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7199999999999642
373	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.729999999999964
374	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7399999999999642
375	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7499999999999636
376	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7599999999999634
377	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.769999999999963
378	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7799999999999634
379	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7899999999999627
380	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.7999999999999625
381	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8099999999999623
382	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8199999999999625
383	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.829999999999962
384	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8399999999999617
385	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8499999999999615
386	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8599999999999617
387	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.869999999999961
388	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.879999999999961
389	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.8899999999999606
390	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.899999999999961
391	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.90999999999996
392	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.91999999999996
393	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.9299999999999597
394	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.93999999999996
395	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.9499999999999593
396	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.959999999999959
397	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.969999999999959
398	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.979999999999959
399	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.9899999999999585
400	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	3.9999999999999583
401	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.00999999999996
402	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.01999999999996
403	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.0299999999999585
404	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.039999999999957
405	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.049999999999957
406	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.059999999999959
407	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.069999999999958
408	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.0799999999999566
409	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.089999999999958
410	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.099999999999958
411	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.109999999999957
412	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.119999999999956
413	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.1299999999999555
414	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.139999999999957
415	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.149999999999956
416	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.159999999999955
417	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.169999999999956
418	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.179999999999956
419	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.189999999999955
420	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.199999999999954
421	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.209999999999954
422	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.219999999999955
423	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.229999999999954
424	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.239999999999953
425	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.249999999999955
426	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.2599999999999545
427	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.269999999999953
428	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.279999999999952
429	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.289999999999952
430	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.299999999999954
431	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.3099999999999525
432	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.319999999999951
433	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.329999999999953
434	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.339999999999953
435	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.349999999999952
