	Pd1*	Pd2*	Pd3*	Pd4*	Pd4_3&1*	Pd5*	Pd5_4&1*	Pd6_1*	Pd6_2*	Pd6_3*	Pd6_4&2*	Pd6_5&1*	Pd7_1*	Pd7_2*	Pd7_3*	Pd7_4*	Pd7_5&2*	Pd7_6_1&1*	Pd7_6_2&1*	Pd7_6_3&1*	t
132	1.1	109.1	57.4	11.9	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.3200000000000007
133	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.3300000000000012
134	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.3400000000000012
135	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.3500000000000012
136	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.360000000000001
137	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.370000000000001
138	1.0	109.1	57.3	12.0	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.380000000000001
139	0.9	109.1	57.2	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.3900000000000008
140	0.9	109.1	57.2	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4000000000000008
141	0.9	109.1	57.2	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4100000000000008
142	0.9	109.1	57.2	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4200000000000013
143	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4300000000000013
144	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.440000000000001
145	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.450000000000001
146	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.460000000000001
147	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4700000000000009
148	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4800000000000009
149	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.4900000000000013
150	0.8	109.0	57.3	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5000000000000013
151	0.7	108.9	57.4	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5100000000000013
152	0.7	108.9	57.4	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5200000000000011
153	0.7	108.9	57.4	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5300000000000011
154	0.7	108.9	57.4	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5400000000000011
155	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.550000000000001
156	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.560000000000001
157	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.570000000000001
158	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5800000000000014
159	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.5900000000000014
160	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.600000000000001
161	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6100000000000012
162	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6200000000000014
163	0.6	108.8	57.5	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6300000000000012
164	0.5	108.7	57.6	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.640000000000001
165	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6500000000000017
166	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6600000000000015
167	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6700000000000013
168	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.680000000000001
169	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.6900000000000013
170	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7000000000000015
171	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7100000000000013
172	0.4	108.6	57.7	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.720000000000001
173	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7300000000000009
174	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7400000000000015
175	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7500000000000013
176	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7600000000000011
177	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7700000000000014
178	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7800000000000016
179	0.3	108.5	57.8	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.7900000000000014
180	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8000000000000012
181	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8100000000000018
182	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8200000000000014
183	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8300000000000014
184	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8400000000000012
185	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8500000000000014
186	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8600000000000017
187	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8700000000000014
188	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.8800000000000014
189	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.890000000000001
190	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9000000000000017
191	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9100000000000015
192	0.2	108.4	57.9	12.1	0.2	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9200000000000013
193	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.930000000000001
194	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9400000000000017
195	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9500000000000015
196	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9600000000000013
197	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.970000000000002
198	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9800000000000015
199	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	1.9900000000000015
200	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.000000000000001
201	0.2	108.4	57.9	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.010000000000001
202	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0200000000000005
203	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0300000000000007
204	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.04
205	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0500000000000003
206	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0599999999999996
207	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.07
208	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.079999999999999
209	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0899999999999994
210	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.0999999999999988
211	0.1	108.3	58.0	12.0	0.3	1.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.109999999999999
212	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1199999999999983
213	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1299999999999986
214	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.139999999999998
215	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.149999999999998
216	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1599999999999975
217	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1699999999999977
218	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.179999999999997
219	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1899999999999973
220	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.1999999999999966
221	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.209999999999997
222	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.219999999999996
223	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.2299999999999964
224	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.2399999999999958
225	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.249999999999996
226	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.2599999999999953
227	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.2699999999999956
228	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.279999999999995
229	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.289999999999995
230	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.2999999999999945
231	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.3099999999999947
232	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.319999999999994
233	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.3299999999999943
234	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.3399999999999936
235	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.349999999999994
236	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.359999999999993
237	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.3699999999999934
238	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.379999999999993
239	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.389999999999993
240	0.0	108.2	57.9	12.0	0.3	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.3999999999999924
241	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4099999999999926
242	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.419999999999992
243	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.429999999999992
244	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4399999999999915
245	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4499999999999917
246	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.459999999999991
247	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4699999999999913
248	0.0	108.2	57.9	11.9	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4799999999999907
249	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.489999999999991
250	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.4999999999999902
251	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.5099999999999905
252	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.51999999999999
253	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.52999999999999
254	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.5399999999999894
255	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.5499999999999896
256	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.559999999999989
257	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.569999999999989
258	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.5799999999999885
259	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.5899999999999888
260	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.599999999999988
261	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6099999999999883
262	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6199999999999877
263	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.629999999999988
264	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6399999999999872
265	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6499999999999875
266	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.659999999999987
267	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.669999999999987
268	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6799999999999864
269	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.6899999999999866
270	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.699999999999986
271	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.709999999999986
272	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7199999999999855
273	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7299999999999858
274	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.739999999999985
275	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7499999999999853
276	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7599999999999847
277	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.769999999999985
278	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7799999999999843
279	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.7899999999999845
280	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.799999999999984
281	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.809999999999984
282	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.8199999999999834
283	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	2.8299999999999836
